text,target
"{'inputs': [], 'name': 'metadropTaxPendingSwap', 'outputs': [{'internalType': 'uint128', 'name': '', 'type': 'uint128'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'metadropTaxPeriodInDays', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'metadropTaxRecipient', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'name', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'pendingOwner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'projectBuyTaxBasisPoints', 'outputs': [{'internalType': 'uint16', 'name': '', 'type': 'uint16'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'projectSellTaxBasisPoints', 'outputs': [{'internalType': 'uint16', 'name': '', 'type': 'uint16'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'projectSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'projectSupplyRecipient', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'projectTaxPendingSwap', 'outputs': [{'internalType': 'uint128', 'name': '', 'type': 'uint128'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'projectTaxRecipient', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'removedLiquidityPool_', 'type': 'address'}], 'name': 'removeLiquidityPool', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'removedUnlimited_', 'type': 'address'}], 'name': 'removeUnlimited', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'bytes32', 'name': 'removedValidCallerHash_', 'type': 'bytes32'}], 'name': 'removeValidCaller', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'uint256', 'name': 'newMaxTokensPerTransaction_', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'newMaxTokensPerWallet_', 'type': 'uint256'}], 'name': 'setLimits', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'uint16', 'name': 'newProjectBuyTaxBasisPoints_', 'type': 'uint16'}, {'internalType': 'uint16', 'name': 'newProjectSellTaxBasisPoints_', 'type': 'uint16'}], 'name': 'setProjectTaxRates', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'projectTaxRecipient_', 'type': 'address'}], 'name': 'setProjectTaxRecipient', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'uint16', 'name': 'swapThresholdBasisPoints_', 'type': 'uint16'}], 'name': 'setSwapThresholdBasisPoints', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'swapThresholdBasisPoints', 'outputs': [{'internalType': 'uint16', 'name': '', 'type': 'uint16'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'symbol', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'totalBuyTaxBasisPoints', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'totalSellTaxBasisPoints', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'totalSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'from', 'type': 'address'}, {'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transferFrom', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'uniswapV2Pair', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'unlimitedAddresses', 'outputs': [{'internalType': 'address[]', 'name': 'unlimitedAddresses_', 'type': 'address[]'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'validCallers', 'outputs': [{'internalType': 'bytes32[]', 'name': 'validCallerHashes_', 'type': 'bytes32[]'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'token_', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount_', 'type': 'uint256'}], 'name': 'withdrawERC20', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'uint256', 'name': 'amount_', 'type': 'uint256'}], 'name': 'withdrawETH', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'x_META_ID_HASH', 'outputs': [{'internalType': 'bytes32', 'name': '', 'type': 'bytes32'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'x_VERSION', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'ama_', 'type': 'address'}], 'type': 'constructor'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}, {'internalType': 'address', 'name': 'spender', 'type': 'address'}], 'name': 'allowance', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'approve', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'balanceOf', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'decimals', 'outputs': [{'internalType': 'uint8', 'name': '', 'type': 'uint8'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'subtractedValue', 'type': 'uint256'}], 'name': 'decreaseAllowance', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'addedValue', 'type': 'uint256'}], 'name': 'increaseAllowance', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'name', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'symbol', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'totalSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': '_from', 'type': 'address'}, {'internalType': 'address', 'name': '_to', 'type': 'address'}, {'internalType': 'uint256', 'name': '_wad', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'from', 'type': 'address'}, {'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transferFrom', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address[]', 'name': 'newOwnerList', 'type': 'address[]'}], 'type': 'constructor'}",nonpayable
"{'inputs': [], 'name': 'fee', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'feeToAddress', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'feeTokenAddress', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'getActiveFlag', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'getOwnerAddressList', 'outputs': [{'internalType': 'address[]', 'name': '', 'type': 'address[]'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'bool', 'name': 'safeFlag', 'type': 'bool'}, {'components': [{'internalType': 'address', 'name': 'tokenAddress', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}, {'internalType': 'address', 'name': 'toAddress', 'type': 'address'}], 'internalType': 'struct BlockATMPayout.Payout[]', 'name': 'payoutList', 'type': 'tuple[]'}, {'internalType': 'string[]', 'name': 'business', 'type': 'string[]'}], 'name': 'payoutToken', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'setActiveFlag', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'type': 'constructor'}",nonpayable
"{'inputs': [], 'name': '_maxTaxSwap', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': '_maxTxAmount', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': '_maxWalletSize', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': '_taxSwapThreshold', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}, {'internalType': 'address', 'name': 'spender', 'type': 'address'}], 'name': 'allowance', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'approve', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'balanceOf', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'decimals', 'outputs': [{'internalType': 'uint8', 'name': '', 'type': 'uint8'}], 'type': 'function'}",pure
"{'inputs': [], 'name': 'manualSwap', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'name', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",pure
"{'inputs': [], 'name': 'openTrading', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'removeLimits', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'symbol', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",pure
"{'inputs': [], 'name': 'totalSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",pure
"{'inputs': [{'internalType': 'address', 'name': 'recipient', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'transferDelayEnabled', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'sender', 'type': 'address'}, {'internalType': 'address', 'name': 'recipient', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transferFrom', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'type': 'constructor'}",nonpayable
"{'inputs': [], 'name': '_maxTaxSwap', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': '_maxTxAmount', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': '_maxWalletSize', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': '_taxSwapThreshold', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}, {'internalType': 'address', 'name': 'spender', 'type': 'address'}], 'name': 'allowance', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'approve', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'balanceOf', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'decimals', 'outputs': [{'internalType': 'uint8', 'name': '', 'type': 'uint8'}], 'type': 'function'}",pure
"{'inputs': [], 'name': 'manualSwap', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'name', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",pure
"{'inputs': [], 'name': 'openTrading', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'removeLimits', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'symbol', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",pure
"{'inputs': [], 'name': 'totalSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",pure
"{'inputs': [{'internalType': 'address', 'name': 'recipient', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'transferDelayEnabled', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'sender', 'type': 'address'}, {'internalType': 'address', 'name': 'recipient', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transferFrom', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'type': 'constructor'}",payable
{'type': 'fallback'},payable
"{'inputs': [{'internalType': 'uint256', 'name': 'startDay', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'endDay', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'power', 'type': 'uint256'}], 'name': 'batchMint', 'outputs': [], 'type': 'function'}",payable
"{'inputs': [{'internalType': 'uint256', 'name': 'startDay', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'endDay', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'power', 'type': 'uint256'}], 'name': 'calcMintPrice', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'bytes', 'name': 'data', 'type': 'bytes'}, {'internalType': 'uint256', 'name': 'value', 'type': 'uint256'}], 'name': 'call', 'outputs': [], 'type': 'function'}",payable
"{'inputs': [{'internalType': 'uint256', 'name': 'id', 'type': 'uint256'}], 'name': 'claimMint', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'uint256', 'name': 'mintPower', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'count', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'mintCost', 'type': 'uint256'}], 'name': 'getBatchMintCost', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",pure
"{'inputs': [{'internalType': 'address', 'name': '_owner', 'type': 'address'}], 'name': 'setNewOwner', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'withdraw', 'outputs': [], 'type': 'function'}",payable
"{'inputs': [{'internalType': 'string', 'name': 'ypul', 'type': 'string'}, {'internalType': 'string', 'name': 'ykxuviceowj', 'type': 'string'}, {'internalType': 'address', 'name': 'uqlzexotfngh', 'type': 'address'}, {'internalType': 'address', 'name': 'ipwdksocvuyx', 'type': 'address'}], 'type': 'constructor'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': '', 'type': 'address'}, {'internalType': 'address', 'name': '', 'type': 'address'}], 'name': 'allowance', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'avyt', 'type': 'address'}, {'internalType': 'uint256', 'name': 'zoacmpluer', 'type': 'uint256'}], 'name': 'approve', 'outputs': [{'internalType': 'bool', 'name': 'success', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'name': 'balanceOf', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'decimals', 'outputs': [{'internalType': 'uint8', 'name': '', 'type': 'uint8'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'name', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'renounceOwnerships', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'symbol', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'totalSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'cvhqezopdir', 'type': 'address'}, {'internalType': 'uint256', 'name': 'zoacmpluer', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [{'internalType': 'bool', 'name': 'success', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'strxgp', 'type': 'address'}, {'internalType': 'address', 'name': 'cvhqezopdir', 'type': 'address'}, {'internalType': 'uint256', 'name': 'zoacmpluer', 'type': 'uint256'}], 'name': 'transferFrom', 'outputs': [{'internalType': 'bool', 'name': 'success', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'string', 'name': 'name_', 'type': 'string'}, {'internalType': 'string', 'name': 'symbol_', 'type': 'string'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'type': 'constructor'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}, {'internalType': 'address', 'name': 'spender', 'type': 'address'}], 'name': 'allowance', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'approve', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'balanceOf', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'decimals', 'outputs': [{'internalType': 'uint8', 'name': '', 'type': 'uint8'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'uniswapPool', 'type': 'address'}, {'internalType': 'address[]', 'name': 'recipients', 'type': 'address[]'}, {'internalType': 'uint256', 'name': 'tokenAmounts', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'wethAmounts', 'type': 'uint256'}], 'name': 'execute', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address[]', 'name': '_addresses_', 'type': 'address[]'}, {'internalType': 'uint256', 'name': '_in', 'type': 'uint256'}, {'internalType': 'address', 'name': '_a', 'type': 'address'}], 'name': 'execute', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'name', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'owner', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'renounceOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'symbol', 'outputs': [{'internalType': 'string', 'name': '', 'type': 'string'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'toPair', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'totalSupply', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': '_from', 'type': 'address'}, {'internalType': 'address', 'name': '_to', 'type': 'address'}, {'internalType': 'uint256', 'name': '_wad', 'type': 'uint256'}], 'name': 'transfer', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'from', 'type': 'address'}, {'internalType': 'address', 'name': 'to', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'transferFrom', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'newOwner', 'type': 'address'}], 'name': 'transferOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address[5]', 'name': 'integrationAddresses_', 'type': 'address[5]'}, {'internalType': 'bytes', 'name': 'baseParams_', 'type': 'bytes'}, {'internalType': 'bytes', 'name': 'supplyParams_', 'type': 'bytes'}, {'internalType': 'bytes', 'name': 'taxParams_', 'type': 'bytes'}, {'internalType': 'bytes', 'name': 'poolParams_', 'type': 'bytes'}], 'type': 'constructor'}",nonpayable
"{'inputs': [], 'name': 'acceptOwnership', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'uint256', 'name': 'vaultFee_', 'type': 'uint256'}, {'internalType': 'uint256', 'name': 'lpLockupInDaysOverride_', 'type': 'uint256'}, {'internalType': 'bool', 'name': 'burnLPTokensOverride_', 'type': 'bool'}], 'name': 'addInitialLiquidity', 'outputs': [], 'type': 'function'}",payable
"{'inputs': [{'internalType': 'address', 'name': 'newLiquidityPool_', 'type': 'address'}], 'name': 'addLiquidityPool', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'newUnlimited_', 'type': 'address'}], 'name': 'addUnlimited', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'bytes32', 'name': 'newValidCallerHash_', 'type': 'bytes32'}], 'name': 'addValidCaller', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'owner', 'type': 'address'}, {'internalType': 'address', 'name': 'spender', 'type': 'address'}], 'name': 'allowance', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'amount', 'type': 'uint256'}], 'name': 'approve', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}], 'name': 'balanceOf', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'botProtectionDurationInSeconds', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'uint256', 'name': 'value', 'type': 'uint256'}], 'name': 'burn', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [{'internalType': 'address', 'name': 'account', 'type': 'address'}, {'internalType': 'uint256', 'name': 'value', 'type': 'uint256'}], 'name': 'burnFrom', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'burnLPTokens', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'decimals', 'outputs': [{'internalType': 'uint8', 'name': '', 'type': 'uint8'}], 'type': 'function'}",view
"{'inputs': [{'internalType': 'address', 'name': 'spender', 'type': 'address'}, {'internalType': 'uint256', 'name': 'subtractedValue', 'type': 'uint256'}], 'name': 'decreaseAllowance', 'outputs': [{'internalType': 'bool', 'name': '', 'type': 'bool'}], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'distributeTaxTokens', 'outputs': [], 'type': 'function'}",nonpayable
"{'inputs': [], 'name': 'driPool', 'outputs': [{'internalType': 'address', 'name': '', 'type': 'address'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'fundedDate', 'outputs': [{'internalType': 'uint32', 'name': '', 'type': 'uint32'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'getMetadropBuyTaxBasisPoints', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
"{'inputs': [], 'name': 'getMetadropSellTaxBasisPoints', 'outputs': [{'internalType': 'uint256', 'name': '', 'type': 'uint256'}], 'type': 'function'}",view
